timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temp_1,temp_2,proximidad,voltaje,event,extra
1785872285783,1.504,-1.32,9.41,201.074,117.567,179.495,32.34,33.8,1610.6,11.15,,86.49
1785872285893,-1.246,1.635,9.634,-178.972,131.479,24.101,30.41,38.97,1207.2,11.71,,61.64
1785872286010,0.736,-0.287,9.315,-35.161,117.764,-192.184,48.51,20.43,1555.6,10.54,,40.49
1785872286131,1.479,-0.98,9.266,-41.104,-86.943,211.594,34.43,35.03,606.2,11.31,,85.54
1785872286243,0.652,-0.651,9.161,-85.527,153.43,-172.28,21.86,42.96,1842.6,11.06,,47.42
1785872286360,0.654,-0.057,9.13,104.95,111.804,-178.092,24.52,48.02,455.0,11.68,,14.24
1785872286477,-0.325,1.631,10.352,28.306,48.923,3.256,49.61,42.81,1893.0,12.57,,6.45
1785872286593,-0.985,1.925,9.001,-138.706,225.292,-149.809,49.64,41.85,1731.9,11.68,,31.51
1785872286709,-1.491,0.339,8.886,-1.385,132.038,178.435,39.03,40.76,210.8,10.58,,69.13
1785872286825,-0.645,1.021,8.565,225.14,41.864,2.607,36.33,24.21,1453.6,12.32,,25.27
1785872286948,-1.15,-0.261,9.025,92.413,95.597,7.612,23.82,45.1,429.6,12.44,,78.67
1785872287065,1.226,-1.362,9.83,-225.346,-62.434,-178.536,45.28,40.24,656.0,11.32,,39.57
1785872287176,-0.832,1.027,9.779,168.745,-197.649,183.402,24.6,33.33,1711.5,11.29,,67.36
1785872287293,-0.69,0.565,9.484,-22.764,-57.721,-185.193,26.88,46.97,1921.6,11.3,,17.4
1785872287410,0.274,1.079,9.286,242.255,-120.185,-206.255,34.29,21.69,1140.7,10.57,,96.63
1785872287511,-0.13,-0.479,9.219,248.192,-68.006,53.474,34.95,38.27,208.5,11.64,,77.83
1785872287612,0.722,1.86,10.264,-180.993,219.595,-1.571,25.43,37.83,289.2,12.58,,40.45
1785872287715,0.982,-1.537,9.511,143.8,201.247,-51.294,23.76,27.98,189.5,10.86,,62.19
1785872287830,0.743,0.452,8.972,-238.325,-76.352,210.685,28.07,34.06,246.3,10.51,,56.55
1785872287944,-0.219,-0.926,8.532,-54.422,0.348,-83.906,44.31,37.23,1922.8,11.34,,51.73
1785872288059,-1.979,-1.709,10.39,-72.785,53.108,-111.873,24.15,33.64,1067.5,11.67,,43.2
1785872288162,-0.219,-1.632,9.764,-147.546,86.706,-239.029,27.12,39.79,1027.0,11.25,,39.84
1785872288277,1.652,-0.74,8.621,219.58,125.225,188.82,47.32,23.23,1692.8,10.81,,55.03
1785872288389,1.833,1.418,10.365,-56.557,89.071,42.107,49.09,44.2,660.4,10.76,,87.94
1785872288494,0.287,1.149,9.12,-225.022,-226.363,224.528,22.49,45.44,1456.2,11.18,,62.76
1785872288613,1.711,-0.079,8.89,37.931,154.08,-73.029,22.03,20.7,929.8,12.3,,36.15
1785872288727,-0.336,-1.94,9.704,-186.786,192.522,-43.764,22.99,49.55,1176.4,11.08,,59.66
1785872288828,0.587,-1.273,9.657,-47.549,136.814,-153.315,39.41,32.73,1794.3,11.29,,36.17
1785872288942,1.984,-0.515,8.71,163.258,-247.575,107.351,23.75,32.52,593.5,12.59,,13.38
1785872289055,-0.813,0.311,9.04,-15.764,110.028,96.735,42.69,24.08,1462.1,12.16,,78.95
1785872289173,1.65,-0.658,8.523,249.965,62.707,212.752,41.85,42.92,1075.2,11.51,,68.79
1785872289296,0.056,1.38,9.952,-88.942,-225.729,-197.059,38.33,35.13,444.0,11.12,,62.22
1785872289410,1.602,-0.661,8.753,-161.122,152.564,177.081,29.73,47.01,1802.9,10.74,,15.38
1785872289527,-1.388,-0.623,9.924,145.667,67.26,-156.093,27.25,25.73,1811.3,11.31,,17.89
1785872289645,-1.745,-0.375,8.677,-8.871,61.421,156.509,44.95,37.85,944.2,12.18,,74.45
1785872289759,1.833,-1.484,8.923,80.826,12.431,-41.516,24.52,42.98,1772.1,11.78,,51.61
1785872289878,1.192,0.642,8.779,-141.541,-59.02,229.476,20.59,29.43,1048.9,11.73,,87.13
1785872289994,-1.327,-0.908,9.155,23.476,-48.491,170.883,22.81,23.62,1986.0,11.09,,29.9
1785872290109,-1.61,-0.96,9.712,213.376,-23.052,83.451,49.11,34.03,1170.1,10.67,,9.3
1785872290226,-0.978,-1.304,9.737,-38.871,-240.185,-210.473,31.83,28.28,1396.3,11.37,,43.86
1785872290344,-0.837,-0.201,8.63,-71.492,27.055,63.433,24.9,26.43,1259.7,11.05,,63.15
1785872290461,1.749,-0.256,10.29,-201.853,75.083,101.818,31.39,22.84,179.1,12.38,,84.66
1785872290576,1.896,-1.423,9.47,32.38,-16.187,-201.823,28.72,21.04,1443.3,11.97,,32.7
1785872290691,0.514,1.489,10.162,137.453,86.563,215.417,32.72,45.71,1049.8,11.8,,43.69
1785872290792,-0.63,1.493,9.582,-130.452,-232.493,-129.723,37.7,30.33,1537.3,11.08,,93.82
1785872290893,-1.521,-0.936,9.493,-204.524,85.178,137.617,26.89,31.42,203.8,12.14,,47.12
1785872290994,0.782,1.978,9.639,151.968,233.986,102.154,46.64,35.3,47.7,12.09,,14.48
1785872291109,-1.071,-0.68,9.408,184.369,40.839,120.121,49.62,37.76,846.7,11.95,,27.1
1785872291225,-0.159,1.82,9.994,79.462,163.588,-96.429,43.0,24.75,403.1,12.26,,10.03
1785872291342,-0.896,1.016,8.819,153.689,-134.641,167.111,29.63,33.97,1218.7,10.7,,87.21
1785872291458,1.118,0.825,10.146,-46.138,-238.725,-129.643,36.66,22.39,1387.7,11.43,,84.94
1785872291561,0.564,0.636,9.736,215.24,136.122,86.854,40.52,39.35,870.1,11.12,,19.62
1785872291664,0.703,1.262,9.436,-6.055,61.796,52.115,28.0,33.52,864.4,11.27,,67.88
