timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temp_1,temp_2,proximidad,voltaje,event,extra
1785875155187,0.9264062961870225,0.8827627339807931,1.539439825290908,-1.0633893729928205,6.454500901944244,11.590815276953734,2.366643848992597,3.7292403815518496,270.3391367811341,1.7049076121408016,,4.318124922603447
1785875155290,0.6704140897497376,0.49634518985684883,3.2723263554821975,6.798682627831086,2.784498674094282,34.21306476238045,6.850853587181816,11.441738523517081,769.007508294297,3.9919210835137156,,12.708428482410048
1785875155406,0.3170675125094302,0.010592021351067484,5.6639076382881,14.872355376435138,-35.22547330865655,33.34367634115336,13.350055141172213,21.32735700513237,1039.441366066573,7.084610576611472,,20.174504628846798
1785875155523,0.19047947277582927,-0.37977163291401433,7.6918136452323145,8.517090610283079,-88.20688456579339,-4.2851719113314815,20.302839887935438,29.276080100343606,1089.9794735925307,9.60997993610957,,26.331932391793774
1785875155640,0.2911503722585755,-0.6534913883376098,8.989908654619354,3.7734834515917317,-125.13239497527805,-24.63724407525992,26.49908838915313,33.26261642789256,1159.2472726814576,11.132068854505732,,35.1303582183796
1785875155742,0.2237266395084327,-0.8096570397041547,9.646196659777685,-12.794683560233231,-138.953173481313,14.674053105321612,30.0116477700247,34.83133456783822,1273.4751219591071,11.763878688308228,,41.578523490318126
1785875155858,-0.088153840313891,-0.9481459882611767,9.810211180321446,-35.58750940295085,-140.4767462429623,57.57281090821618,31.9374275263998,34.7426067902843,1098.687800662407,11.826674845710048,,45.44008958257036
1785875155973,-0.364516685980696,-0.970535590778735,9.663689161009396,-50.36289356835729,-127.52039073207756,47.63816410098134,34.22587180622298,34.07119688034685,675.8387310591503,11.676761579023859,,51.2608735272281
1785875156089,-0.4493196192289144,-0.6758149871916534,9.426150958965383,-52.40465484684918,-86.18732554560822,36.33758036234639,35.22562335496692,34.74955608398876,499.65630590179296,11.530757292155405,,56.59304929068416
1785875156191,-0.5579013246733834,-0.33146645701595745,9.265590494018014,-9.191808910177196,-43.45686897835131,58.42724256896265,33.266426767727694,34.853645360389415,696.0132534358336,11.506708003708285,,59.0051667642272
1785875156306,-0.6702733800525629,-0.39405464031539233,9.173653456223743,62.56826113468136,-31.08676992643585,89.07053305594286,30.217767220382168,34.90305006502611,900.5256257455826,11.68047246128962,,59.045681037325764
1785875156422,-0.5795178638465618,-0.8165134097613184,9.17910149075619,115.7969702770761,-27.533862850289566,102.14886914154228,28.539631781900432,37.20395879709515,756.5601325021377,11.969281208971552,,56.08744405726114
1785875156524,-0.42447447928937754,-1.2914821471315603,9.40109234610124,119.35026758628022,-9.711238966823204,60.547053664622226,29.08210020899326,39.53621709926229,644.9450229854046,12.150754718519531,,48.56259885394053
1785875156639,-0.24931291702683891,-1.6124145300129185,9.753352787331583,80.95572464961192,17.566857162475877,1.506210972195559,30.8427710538544,40.42040053680231,894.7569616267764,12.050079922183698,,41.11758083915971
1785875156756,-0.10292307712852611,-1.599822698017319,10.028927404833029,52.85517596351875,62.604149217450335,2.398563202932422,32.716245312400716,40.1168030353095,1239.5451875821452,11.740027650598586,,41.738769043597095
1785875156857,0.04733655213333199,-1.1195176601871655,10.056834071379068,37.186679690504846,97.33296771740922,55.00987346379091,35.35779355549174,37.483678474095925,1559.7126756990774,11.43799551004629,,46.80576424614228
1785875156958,0.1883307393546327,-0.4552611758804703,9.864616376550208,20.931632671660097,90.78115791331427,112.60982913100364,36.97362626781938,33.221282728110374,1682.4467683367295,11.307786038775214,,48.78524599891141
1785875157073,0.11929093342594774,-0.08445606991544728,9.670091051565569,28.75546825495294,54.5963742027812,144.73724751839111,36.84099570732191,30.028662827941215,1385.5881515842316,11.41112896981309,,52.271518041951545
1785875157189,0.12943201844293997,-0.026038732120768945,9.549562775670669,64.35722441292259,-14.994205496804463,156.74860724200101,37.3613704234255,29.655478862714546,1030.5003806303391,11.671365011687355,,56.06376161896384
1785875157305,0.37256319751767997,-0.07294391438453449,9.494327695380228,85.12089030857524,-100.03581578123516,175.5492486392898,38.06351379890986,31.86493151529592,1067.1127725899667,11.883652783973302,,51.234105451829514
1785875157424,0.6331848155237213,-0.09225412639033069,9.552384475505747,55.297664301145005,-149.24351258722754,196.66848661927298,37.40331590571179,36.072205709298416,1119.5846443831513,11.92847764764449,,41.99933338375687
1785875157540,0.7331649781323673,-0.16525118340780517,9.580968536691937,4.340676193916964,-142.88025772725868,195.7429370973828,34.77435229482158,39.18986408256031,841.7827602718148,11.948066738521677,,40.24746864769973
1785875157641,0.6403588052371291,-0.2165651218937153,9.468119226146921,-24.04192826957034,-117.99210674394295,179.6288993163992,31.716894470913754,38.68998490943176,744.9742162199857,12.009964447643474,,43.431988560912934
1785875157756,0.6959841073319764,0.03795967794003534,9.36092784472792,-22.79261899984675,-85.06072495127688,145.35044869282135,30.964221697476837,36.54699714630769,1012.3442816598185,12.07060225608555,,40.693988612055826
1785875157857,0.9676582039374182,0.4990002821215474,9.349549258574559,-12.681289862125077,-39.98974785774321,62.02508233148467,31.69321294682866,33.12416209707789,1112.8146953112234,12.105589430002041,,36.748427619253604
1785875157973,1.001177624336999,0.875899791769736,9.392394837115619,-21.298984777687235,-4.320890980822234,-33.8070122500386,32.936299507695175,28.61254112015663,993.4442636901717,12.06118706237524,,39.650414191924554
1785875158089,0.5730670686046873,0.8847963292599206,9.382048541635545,-39.17370154571942,31.45920210321313,-73.24725490209403,34.911527329917845,26.23814014697548,1143.9736707163347,11.983176758566678,,44.64530449627381
1785875158191,0.05122306929565555,0.4133013842671009,9.315975445887323,-41.089898187529876,47.839249653807315,-50.5034840829786,35.59832740531448,27.636958415634478,1425.0195796225007,11.889407077509592,,49.348669562202204
1785875158307,-0.10084719892203033,-0.19160932287278862,9.302535322736137,-48.23960608784139,29.991791622235255,-7.760349067480839,35.00065044561109,30.7656974217546,1399.2944818862306,11.742255795350793,,59.21523073451957
1785875158423,0.18319174071814068,-0.5888800711376148,9.36497260368154,-60.017645809206186,-1.6908091975859882,8.593287983912738,35.792564155444595,34.47802748428377,1269.0415488704168,11.599281968335058,,71.21139716813553
1785875158524,0.42343015280618584,-0.6160396795143144,9.51305061670213,-34.22428104624191,-36.68408849035433,-12.150144750442493,37.42470963967934,38.508884285220226,1163.618526077632,11.526964829369701,,78.43090316567366
1785875158639,0.36517919022948425,-0.22338577811198562,9.658887623670587,18.16095042288636,-37.61542411280824,-52.26105001109442,37.25265111466779,41.28209416046423,841.2622366015642,11.573481058655485,,80.1670078352564
1785875158757,0.22344275282060666,0.23520494442699866,9.622928474147232,37.37859707347475,-0.5183110303496477,-79.64889398789246,34.994684327168024,42.812833299534745,473.64157601049834,11.705068629515585,,74.1834750583512
1785875158872,0.09243475201567063,0.2788206929068501,9.369851751565564,21.19071947166431,24.05618518852911,-50.0329264494213,32.67984408930339,44.28580219656255,251.47424709015905,11.736434878242862,,63.947074391622415
1785875158975,0.206470587734188,-0.0945692299604754,9.143597051954238,4.879982535935982,9.973830004511244,22.94501812266322,32.55334172386717,44.418744533467176,132.3222302147179,11.608688785735017,,55.58118196445136
1785875159090,0.5748421685424601,-0.36632850479188067,9.155065514610797,-18.387882671323403,-26.425655146836224,70.6159468481089,34.11307527634498,42.49010248887377,270.6222648501356,11.465918720855365,,50.22651966387712
1785875159190,0.9027375758050423,-0.3820963991033107,9.337998870714,-42.00412866569186,-53.24944123904809,65.81959735921025,36.101164166327614,39.92390193020065,824.0531105800828,11.416178857989513,,54.35986498082968
1785875159306,0.9363741232166115,-0.41886681853820823,9.610753578015332,-50.57359748307929,-54.499184599751786,40.34165315161197,38.60724361512371,37.092816475875395,1519.7651652685893,11.483019938410962,,66.35105857403833
1785875159422,0.4923394535212352,-0.32898632489235546,9.844765684653893,-67.75294637297138,-51.226810121016726,31.191863965801183,39.83542303065259,35.518648288042314,1888.4374340244553,11.650778722565017,,71.28254390283884
1785875159540,-0.16721713784307823,-0.07447885556572081,9.849690306982401,-96.45203176136972,-70.53507448706982,50.42027186659813,37.546282210835585,35.68337902067503,1887.7366651232392,11.744778152321812,,64.65834901976447
