timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temp_1,temp_2,proximidad,voltaje,event,extra
1785872049857,0.191,1.786,9.962,35.683,-114.286,203.669,28.64,45.67,300.2,10.55,,80.87
1785872049963,-0.237,1.337,9.391,189.423,50.388,1.684,21.39,22.32,1052.0,11.76,,38.95
1785872050082,-0.995,-1.694,9.872,69.604,-134.687,108.183,38.8,25.46,1749.6,12.47,,33.9
1785872050195,1.794,-1.884,9.679,54.751,179.468,-188.306,33.78,42.83,1255.4,10.9,,79.48
1785872050314,1.685,1.245,9.596,19.966,-184.271,233.643,35.68,26.76,531.7,12.35,,85.65
1785872050430,-0.286,-0.348,9.286,28.305,-245.303,-144.423,22.13,31.29,1795.5,10.87,,20.33
1785872050547,0.651,1.092,9.599,89.194,-203.976,-211.76,25.09,36.95,673.1,11.81,,61.64
1785872050663,1.45,0.534,9.031,-248.594,100.24,-130.502,27.04,23.34,510.6,11.56,,24.11
1785872050781,-1.335,-1.146,8.951,-186.808,221.158,-10.367,22.4,39.14,137.0,11.14,,66.44
1785872050899,-0.222,0.213,9.6,10.288,-141.433,-46.201,38.61,46.12,221.8,11.45,,29.13
1785872051013,1.732,-0.767,8.877,93.122,-86.193,192.799,22.32,29.82,1554.8,11.11,,27.74
1785872051130,-0.841,1.309,9.064,244.746,111.032,-168.504,39.35,30.89,9.5,12.16,,70.36
1785872051232,-0.376,-1.23,9.586,115.911,124.593,72.94,40.42,20.45,701.4,10.95,,92.2
1785872051346,0.861,0.555,9.072,35.961,-117.97,-133.305,29.84,33.03,798.3,11.9,,2.74
1785872051448,-1.467,1.897,9.18,-13.623,219.287,157.811,29.25,21.28,244.6,12.15,,34.55
1785872051562,0.543,-0.828,8.865,219.235,-241.937,-30.447,36.69,21.17,1816.5,11.8,,10.03
1785872051664,0.554,-1.022,8.945,19.162,-29.887,153.134,38.16,21.33,208.6,10.6,,13.71
1785872051781,0.117,-0.789,8.979,54.066,-196.957,194.155,27.25,38.64,728.3,12.33,,90.63
1785872051898,1.646,-0.639,10.276,214.221,-45.853,-22.503,47.3,31.95,338.8,10.67,,72.21
1785872051999,1.114,-0.784,10.001,-98.941,70.939,-247.007,47.09,25.23,531.9,11.58,,12.28
1785872052113,0.427,-0.318,9.466,-218.941,-23.967,93.637,28.5,42.64,426.0,10.85,,88.79
1785872052230,0.09,0.75,9.672,115.358,223.634,-85.653,42.57,45.17,1210.9,11.27,,80.22
1785872052333,1.269,1.475,9.531,170.785,83.124,54.249,49.12,38.44,744.6,11.59,,46.53
1785872052438,0.537,0.677,10.048,58.756,-112.934,105.178,37.11,49.55,1099.9,11.34,,88.81
