timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temp_1,temp_2,proximidad,voltaje,event,extra
1785875155187,-0.091,-0.738,8.997,-29.589,81.861,158.005,21.26,41.46,1738.1,11.45,,50.19
1785875155290,-0.457,-1.004,9.552,183.104,-226.69,-0.092,24.06,28.63,402.7,12.51,,19.97
1785875155406,0.015,-0.105,9.838,-237.848,-158.368,-172.297,26.93,46.4,1503.5,11.35,,20.04
1785875155523,1.981,-1.558,8.855,208.459,-150.299,-74.453,38.78,21.22,654.7,11.64,,66.24
1785875155640,-0.948,0.033,10.053,-176.432,-117.042,232.625,26.03,38.72,1915.4,10.92,,45.56
1785875155742,-0.536,-1.762,8.784,-57.089,-95.064,217.977,29.31,33.25,780.8,11.1,,24.91
1785875155858,-1.296,-0.845,9.379,2.927,-186.651,-214.495,42.45,23.19,312.5,11.0,,88.72
1785875155973,0.587,0.175,8.523,-170.671,107.856,31.502,35.68,49.93,532.8,11.6,,42.07
1785875156089,-0.902,1.119,9.605,197.115,-5.683,235.313,23.91,27.4,844.6,11.26,,75.61
1785875156191,-1.671,-1.815,9.045,219.932,-60.719,39.849,22.24,31.66,1316.2,12.54,,36.21
1785875156306,1.011,-1.85,8.987,125.624,-124.819,237.793,31.47,48.79,321.6,12.41,,73.83
1785875156422,-0.999,-1.941,10.319,129.044,162.98,-152.797,29.47,44.18,397.1,12.58,,8.21
1785875156524,0.412,-1.99,10.349,-193.588,-68.805,-220.37,42.06,32.16,1413.8,11.23,,40.65
1785875156639,0.125,-1.096,10.451,144.603,231.105,215.054,25.52,48.48,1139.3,10.96,,40.42
1785875156756,-0.561,-0.117,9.692,46.585,177.592,170.824,47.27,22.65,1723.0,11.07,,97.75
1785875156857,1.917,1.974,9.008,-86.667,-96.642,227.375,38.5,29.51,1903.2,11.28,,2.35
1785875156958,-1.913,-1.401,9.499,130.406,95.368,126.402,24.95,21.19,1004.6,12.04,,83.11
1785875157073,0.776,0.439,9.745,125.042,-227.301,94.047,47.64,39.75,712.5,12.2,,66.14
1785875157189,1.411,-1.218,9.095,214.436,-232.598,245.909,35.66,33.43,1282.9,12.43,,28.58
1785875157305,0.462,0.84,10.182,-206.541,-202.322,246.337,37.71,47.05,1630.4,11.18,,6.15
1785875157424,1.531,-0.753,9.717,-30.055,28.036,161.646,27.09,48.78,6.4,12.11,,56.71
1785875157540,-1.104,-0.667,8.662,-85.07,-55.258,74.082,22.79,20.15,962.1,12.33,,78.97
1785875157641,1.622,1.112,9.435,108.634,-159.024,239.941,37.19,41.19,1242.9,11.82,,4.27
1785875157756,1.814,1.664,9.442,-36.154,237.227,-245.002,37.25,23.52,1406.5,12.59,,26.14
1785875157857,1.221,0.989,9.612,14.755,-189.04,-194.032,27.58,20.33,226.9,11.43,,64.49
1785875157973,-1.551,1.12,9.437,-233.713,233.854,-29.589,48.33,22.38,1665.3,12.1,,59.04
1785875158089,-0.666,-1.9,8.668,155.226,16.195,119.752,29.18,41.77,1572.2,11.73,,32.32
1785875158191,0.059,-0.825,9.839,-152.454,-116.54,75.624,31.05,34.3,1345.4,11.46,,94.06
1785875158307,1.692,-0.879,9.123,-108.943,43.42,21.454,38.05,38.0,835.4,11.3,,94.44
1785875158423,1.295,-0.371,10.133,46.53,-210.796,-168.709,48.25,48.65,1780.8,11.69,,71.38
1785875158524,-1.726,1.294,9.884,230.267,46.532,-57.255,27.97,39.65,201.2,11.52,,81.26
1785875158639,1.517,1.306,9.407,-25.215,171.335,-233.069,32.97,42.53,555.7,12.51,,61.38
1785875158757,-1.592,-0.404,8.512,-142.877,15.987,153.798,22.68,46.14,181.3,11.42,,17.32
1785875158872,1.486,-1.717,8.529,102.899,-68.095,213.527,41.15,48.91,113.4,11.13,,85.58
1785875158975,1.482,-0.849,10.104,-120.895,-142.725,119.649,38.03,26.14,173.8,11.18,,5.93
1785875159090,1.139,1.293,9.392,-86.711,-59.99,-100.939,36.9,47.08,1145.0,11.61,,96.7
1785875159190,1.146,-1.773,10.374,13.054,-17.899,1.86,44.55,23.42,1973.6,11.6,,95.62
1785875159306,-1.328,0.276,10.136,-89.93,28.415,12.148,43.39,39.51,1832.9,12.15,,81.97
1785875159422,-1.533,1.103,9.597,-237.724,-200.768,155.484,25.97,39.92,1738.7,12.11,,5.57
1785875159540,-0.697,-0.575,8.69,-25.956,-138.05,142.699,22.56,34.8,1667.3,10.6,,63.64
